,Text,Cluster
1335576389379043328,RT @BenMurphyTV: The Heisman vote should be over https://t.co/mGMooe1EuK,2
1335576389416865792,RT @BEVHOWARD40: And how much he and his family can grift.,2
1335576389567750145,RT @anonpatriotq: Call your legislators! #FightForTrump,0
1335576389593034752,RT @IanDunt: Fittingly awful end to the Trump presidency: Contractors detonating miles of pristine landscape to make way for a wall which w…,2
1335576389823700992,"RT @PoliticalIntent: @realDonaldTrump is the only POTUS to actually represent WE THE PEOPLE in the 21st century.  

We’ve witnessed the pol…",2
1335576389962117120,RT @CassandraRules: HAPPENING NOW: California Trump Supporters Take Over Huntington Beach Pier to Protest Curfew (VIDEOS) https://t.co/AzF6…,2
1335576389983088642,"RT @RichardGrenell: You said you had intel proving Russian collusion. 

You said you couldn’t share it publicly but that the public should…",2
1335576390008246274,RT @realDonaldTrump: The answer to the Democrat voter fraud is not to stay at home - that’s what Pelosi and Schumer want you to do. If you…,0
1335576390305976321,"RT @EgosShadow7: Nah , forget it skdjskdjs . 

Anyway, please don't forget to vote for TFMA and stream BE",2
1335576390360576001,@mike_de_j @greggrunberg @BrianPallister But whats the point of your comments? This video shows more leadership than trump has EVER done about the virus. And guy that posted needs to see this kind of leadership. All you do is bash pallister (which is easy I know) like a keyboard hero.,2
1335576390377226242,"RT @Peter_Fitz: Just hilarious isn't it? 
All the sad, lonely conspiracy nutters world-wide, nurturing each other in the dark corners of th…",2
1335576390448672770,"RT @AndrewPollackFL: Trumpublicans will rework the entire Republican Party from inside out with candidates who are AMERICA FIRST.

GET YOUR…",0
1335576390582685696,RT @joncoopertweets: An Oregon doctor who boasted that he never wears a mask and compared COVID-19 to the “common cold” has had his license…,2
1335576390645641216,RT @bibimboplox: don't you even be disappointed that twice didn't win if you didn't even try to vote,2
1335576390670888960,RT @alexbruesewitz: One of my favorite moments. Maybe ever. Amazing.,0
1335576390717018112,RT @anonpatriotq: Republicans: Know this. You are nothing without President Trump and his supporters. We are watching.,0
1335576390725488647,"RT @LetItRain233: This is an great example of how stupid @FoxNews has become. There is nothing standard about that video, but she probably…",0
1335576390729670656,RT @yojudenz: December 6th - 2020 Presidential Politics - Trump Administration Day #1417 https://t.co/LVOhPPr0d8,0
1335576390742274051,"RT @dbongino: It’s Sunday, December 6th 2020, and the Obama/Biden administration was the most corrupt in US history.
#Obamagate",0
1335576390771617793,Trump demands to see a list of Congressional Republicans who have acknowledged Biden's election win https://t.co/EmTfUbeiqp CAN YOU BELIEVE TRUMP DEMANDING LIST? WOW HE DOES THINK HE IS A KING DICTATOR. GO AWAY TRUMP NO ONE LISTENS TO YOUR IDIOTIC DEMANDS ANY LONGER. YOU'RE FIRED,0
1335576390830338053,RT @newsmax: President Trump shows clip of Newsmax TV's Grant Stinchfield and his bombshell investigation. @stinchfield1776 https://t.co/Vl…,0
1335576390867959809,"I Vote #SurbhiChandna for Naagin5
#TVPersonalityWithRajBaddhan 
@RajBaddhan
 
@SabrasRadio

@BizAsia

Ov",1
1335576390893178881,"RT @Acosta: With all due respect, the WH seized my press credentials after I called out Trump’s xenophobia when he referred to a migrant ca…",2
1335576390951784449,RT @divaxblink: this is why we vote! blackpink won best female group and best dance performance with hylt.,2
1335576391178444801,@AndrewFeinberg @BEVHOWARD40 @realDonaldTrump @JoeBiden Work is a four letter word to trump.,0
1335576391245570048,"RT @Lrihendry: Being reported in GA, 10,315 voters died before the election, 66,248 were under the age of 18 and 40,279 people changed coun…",0
1335576391350439936,"RT @WayneDupreeShow: You will never see a more powerful ""rally moment"" than this...ever 
 
https://t.co/uAwj452Tp4",0
1335576391409147906,RT @realDonaldTrump: The answer to the Democrat voter fraud is not to stay at home - that’s what Pelosi and Schumer want you to do. If you…,0
1335576391484547075,"RT @DepolableDuck: This should scare the $hit out of everybody.
https://t.co/Xb2cPxvBos",2
1335576391580958720,Do it https://t.co/l990nqVaWt,2
1335576391585308672,"RT @catturd2: Hungover from the Saturday night Trump rally? 

Me too. https://t.co/Yu5H8d580O",0
1335576391648043008,"@LKanjuk @guardian And he still lost massively.
Biden is a Magician 😂👌
https://t.co/VEBPkgmpbk",2
1335576391761489920,"RT @BaddCompani: Look, to those who think I'm clueless seem to be clueless.
https://t.co/zDNw7K61Pg",2
1335576391778242560,"Georgia is a dumpster fire. Guess the devil stole a few souls down there?  Time to pay up, kiddies! https://t.co/IhmbqsNIuc",2
1335576391795036160,"RT @ChuckCallesto: BREAKING REPORT: China Whistle-blower with Royal Ancestry Steps Forward – Reveals VIDEO, PHOTO'S OF ALLEGED CHINESE COUN…",0
1335576391861948420,"RT @GoJackFlynn: Soros Nonprofit President Departs, Fueling Speculation About a Biden Appointment - Washington Free Beacon https://t.co/Vmh…",2
1335576391908282371,"Hit a patriot back please!
@brucech27792422 https://t.co/JMF7eJHybi",2
1335576391950200832,RT @ScoonTv: People who think this energy is going away are deluding themselves.,0
1335576392201871361,Most people don't know https://t.co/35FluQFvNE,0
1335576392281563138,RT @joshtpm: We need to start understanding that these are quite literally crimes. If you call up the vote counter and tell him to change t…,2
1335576392352862208,RT @Repulican4U: 🇺🇸It’s December 6th and Donald Trump is still our President🇺🇸,0
1335576392440958977,"RT @GenFlynn: Hey RINOs and other Quasi Republicans (local, state, &amp; federal), you need to stand up &amp; #FightForTrump 

This is only a taste…",0
1335576392508076032,"RT @catturd2: That Trump rally must’ve really triggered the trolls - 

They’re out in force this morning crying those big crocodile tears 😂",0
1335576392579354625,"RT @ChefSkarapz: Well @SandySmithNC and @LtGovDanForest 👇👇 now you know how @NC_Governor and @GKButterfield won in NC 

@SidneyPowell1 @San…",2
1335576393216897026,"RT @Rasmussen_Poll: Morning Update: 
- Over 700 sworn affidavits
- Cover 5+ key battleground states
- Ballot signature verification audits…",2
1335576393602781186,"RT @GKeile: Kelly Loeffler wouldn't say anything about the voter fraud going on so Trump supporters shouted it for her ""stop the steal"" as…",0
1335576393783111681,"RT @GenFlynn: . #FightForTrump  now or as @kelliwardaz says we stand to lose everything!

@realDonaldTrump 
@POTUS https://t.co/CkfBRYtuIr",0
1335576393929789441,"Trump: GA Gov. Could Stop Election from Being Stolen ""Easily if He Knew What the H*ll He Was Doing.. https://t.co/zgEJnDLGJ4 via @BitChute",0
1335576394009636865,RT @CaslerNoel: Trump speech is like ‘The Last Waltz’ except with more drugs. @realDonaldTrump,0
1335576394089164800,RT @RadioChinar: Third phase of #DDCElections2020 begins across #Kashmir with people turning out in large numbers to cast their vote for th…,2
1335576394294759424,RT @cjtruth: This is absolute 🔥🔥🔥 https://t.co/p8UKmUCJft,2
1335576394538115075,RT @realRyanPence: Umm is that who I think it is the senator from Georgia? The democrat👀 https://t.co/oplSutSlER,2
1335576394559074305,RT @michellemalkin: “It’s more important than ever that you not let your voices be silenced!” - Melania Trump #trumprally,2
1335576394768773120,"RT @TeamTrump: President @realDonaldTrump on Hunter Biden: ""He was a human vacuum cleaner,"" stealing money from countries https://t.co/IeWt…",0
1335576395154649089,RT @realDonaldTrump: Thank you Christina!,0
1335576395326627841,"RT @marklevinshow: 2. And he is not ""obsessed"" with losing.  He is very concerned about what has happened to our voting systems throughout…",2
1335576395364397056,"RT @GenFlynn: Hey RINOs and other Quasi Republicans (local, state, &amp; federal), you need to stand up &amp; #FightForTrump 

This is only a taste…",0
1335576395402063872,"RT @cchukudebelu: If you compare Boris Johnson's Covid-19 briefings with Donald Trump's Covid-19 briefings, you'll immediately understand w…",2
1335576395653795840,"What a great quote!

We are going to celebrate like the 4th of July when Trump wins a 2nd Term!

@GOP @TeamTrump @TruthEqsJustice @MajorPatriot @TrumpLadyFran @POTUS @sjtrolly https://t.co/k0nd93TToB",2
1335576395825766402,"RT @newtgingrich: The Los Angeles Mayor, a Democrat of course, has now banned walking. Will the dictatorial pettiness of these elected tyra…",2
1335576396039675906,RT @alexbruesewitz: One of my favorite moments. Maybe ever. Amazing.,0
1335576396102590464,@Reuters There’s a giant conspiracy. The whole system is burning down and it’s a farce. But you need to order your ballot and vote through the mail. Elect republicans. I won. Thank you very much.,0
1335576396136067074,"RT @LLinWood: Our President @realDonaldTrump is loyal. He praised @KLoeffler &amp; @sendavidperdue tonight in GA.

Will Kelly &amp; David return lo…",0
1335576396144340993,"RT @anjusuji: @RajBaddhan @SabrasRadio I vote #RheaSharma for #YehRishteyHainPyaarKe  #TVPersonalityWithRajBaddhan 
@BizAsia
@RajBaddhan 
@…",1
1335576396186390529,"@jbl7159 @IHLYaaakov @UtsavPGandhi Umbridge and Trump have much in common--sociopathic, bigoted, power-mad. Take pleasure in hurting people and making them suffer. (And 'just doing my job' was the Nuremberg defense that was rejected.)",2
1335576396312293376,RT @robreiner: This can’t be stressed enough: Trump is out of his fucking mind.,0
1335576396467417088,"RT @Mocraig13: Trump supporters are leaving Facebook for Parler.
They are leaving Fox news for News Max.
Now if we could just get them to l…",0
1335576396505092099,"RT @girishalva: CONgis' vote banks were:

● Uneducated Indians.

● Caste, religion divide.

● POOR FARMERS.

So they did everything to keep…",2
1335576396517830657,"RT @ChuckCallesto: BREAKING REPORT: China Whistle-blower with Royal Ancestry Steps Forward – Reveals VIDEO, PHOTO'S OF ALLEGED CHINESE COUN…",0
1335576396567965704,RT @Yeonitgirl: EVERY FUCKING YEAR AND ITS STILL THE SAME YALL NEVER LIKE EVER VOTE AND START CRYING WHEN WE LOSE SHIT LIKE???????????,0
1335576396656242688,@brennando52 @guardian Trump has used Drone strikes more often in 4 years than Obama did in 8,2
1335576396673015808,RT @robreiner: This can’t be stressed enough: Trump is out of his fucking mind.,0
1335576396823932930,"RT @catturd2: That Trump rally must’ve really triggered the trolls - 

They’re out in force this morning crying those big crocodile tears 😂",0
1335576396983201792,"RT @JanJekielek: ""President Trump should fight with everything that he has &amp; use all of the authority that he has, as the President of the…",0
1335576397054685186,"RT @Gurvind75804709: I vote #RandeepRai for #DilSamundar 
#TVPersonalityWithRajBaddhan @RajBaddhan @SabrasRadio @BizAsia

First",1
1335576397352497152,"RT @notcapnamerica: Kelly Loeffler: “We need you to vote to keep America strong.”

*awkward silence*

*tepid applause*https://t.co/vhREJiLM…",2
1335576397364883457,"@genaLRthomas The flag, homeschooling, trump",2
1335576397373468672,"RT @RichardHaass: This sentence still stuns even tho we know it: “The president barely shows up to work, ignoring the health &amp; economic cri…",0
1335576397725769729,"RT @nowthisnews: Exclusive: De Niro, @robreiner, @SophiaBush, @StephenKing, @jvn, and more are cutting through the Trump administration’s l…",2
1335576397893562369,"RT @TrumpsPrettyWo2: 🇺🇸🚩

President Trump
Aiming To Take Down The High Flying Leftist In America..

Their Morals and Values Aren't America…",0
1335576397977440257,"RT @e_iaco: Donald Trump has to do 2 things in order to save the Republic...

1. DECLASSIFY EVERYTHING 
2. DECLARE MARTIAL LAW.",2
1335576398048735232,@andylassner Blood sport...watching Trump’s spawn feed on one another. The only way this could be better is if he actually cared about any of them. But they’re just chum in the water as far as he is concerned.,2
1335576398182952962,"RT @heathergtv: An #electionday2020 special! The full ""Trumpian Rhapsody!""  Let's go Biden!!

4/4 https://t.co/3ZnuwKV8yg",2
1335576398300319744,Well said https://t.co/bReOn4OTbg,0
1335576398392676352,RT @TheWantedEmcees: GREAT NEWS: Trump administration prevented fake President Biden's transition team from meeting with its counterparts a…,0
1335576398489137152,"@westonboucher @jeffmason1 @realDonaldTrump tRump &amp; his sycophants haven’t identified anything that warrants an investigation.   Baseless, bizarre &amp; bogus accusations are the sum total of his case thus far.  Nor are the courts the place for frivolous lawsuits.",2
1335576398509948931,"RT @SteveKingIA: .@BrianKempGA when you call for signature ballot 3 times and nothing happens, who is the decider and how do you overrule?…",2
1335576398573019136,"@Jim_Jordan Yeah, he was so out to get Trump that he revived a a Bait story about Hillary's Emails just in time for Trump to then use it to destroy Hillary's chance to become President.  Uh huh , that is so devious, it's almost insanely so. 🙄",2
1335576398598033408,"RT @swasan_fan: I vote #HellyShah for Ishq Mein Marjawan 2
#TVPersonalityWithRajBaddhan 

@RajBaddhan @BizAsia @SabrasRadio
Two Thousand fo…",1
1335576398639947776,RT @vialoysia: Trump with God blessed #WeWillWin https://t.co/xswj62fXaN,2
1335576398749196288,"RT @data_nerd: @ssharpie61 @montaga @GOP @realDonaldTrump EXACTLY! What Dee said --&gt; ""Didn’t matter how many people show up for a rally. It…",0
1335576398770008068,"RT @levparnas: .@realDonaldTrump if you still don’t know who won the United States Presidential election, just ask Siri - “ the 46th Presid…",0
1335576398799441921,"RT @JoeNBC: UnAmerican, post-democracy rubes for a failed fascist president. https://t.co/SkMf1vAkky",2
1335576398828855296,RT @TeamTrump: Mayor @RudyGiuliani talks with @SeanHannity about Trump campaign's legal fight https://t.co/OhV8hRMYCQ,0
1335576398971498496,RT @alexbruesewitz: One of my favorite moments. Maybe ever. Amazing. https://t.co/0tWIjeoqLk,2
1335576398988251136,RT @Domini_Templari: Everyone piles on after Donald Trump has desperate meltdown about #transparency https://t.co/xZHinhdd2Z via @PalmerRep…,0
1335576399181197314,"RT @TheDailyEdge: #MAGAIsCancelled and Ivanka is committing perjury...

DC attorney general: Ivanka Trump 'highly misleading' on lawsuit de…",2
1335576399210549253,Come on Georgia don't let the rest of us down. #senate #vote https://t.co/9XJBk5ceZy,0
1335576399269167104,@joncoopertweets Truly sounds like a democrat,2
1335576399327977472,Keir Starmer is trying to be too clever with the coronavirus tiers vote | John Rentoul https://t.co/YfGBWDQyuh,2
1335576399394926593,@alicetweet Sure when it is proven and Biden concedes we will.,0
1335576399520944132,"RT @EgosShadow7: Nah , forget it skdjskdjs . 

Anyway, please don't forget to vote for TFMA and stream BE",2
1335576399613218819,"RT @Liz_Wheeler: If you're conservative, you'll vote for Loeffler &amp; Perdue in GA. If you refuse to vote, then your actions are indistinguis…",0
1335576399642550272,"RT @RichardHaass: This sentence still stuns even tho we know it: “The president barely shows up to work, ignoring the health &amp; economic cri…",0
1335576399646777344,"@AdamSchiff You had sworn government witnesses testify that there was NO EVIDENCE of Russian collusion, but you went on tv every night claiming there is evidence.  You defamed Trump at every turn.  You have no standing to talk about our democracy.",2
1335576399675936774,"RT @twicekuins: And for the once’s who vote, the once’s who help in stream, the onces who rt and spread the voice about votes and more than…",2
1335576399701143557,"RT @Deep56788986: I vote  #VishalVashishtha for Ishq Mein Marjawan 2 #TVPersonalityWithRajBaddhan 
@RajBaddhan @SabrasRadio @BizAsia",1
1335576399919321090,"RT @yogagenie: Trump Supporter at the #ValdostaMAGARally ~ this rally is huge, we can’t even get in. #HoldTheLine @realDonaldTrump https://…",0
1335576399923433472,"RT @NidhiPr62181707: I vote #ParamSingh for #Haiwaan
#TVPersonalityWithRajBaddhan
@RajBaddhan 
@SabrasRadio 
@BizAsia
643",1
1335576399969660928,"@DonnieWahlberg @thesixthnewkid @brian_littrell @JCChasez @JeffTimmons @NKOTB @backstreetboys @NSYNC @98official Guess we all have to write in on 2024 ballot for @DonnieWahlberg .  The world would be more peaceful,  love would be all around, and he would surround himself with a great cabinet! I say we start a tending ""wahlberg 2024"" lol",2
1335576400070389765,"RT @EgosShadow7: Nah , forget it skdjskdjs . 

Anyway, please don't forget to vote for TFMA and stream BE",2
1335576400238174209,"RT @EgosShadow7: Nah , forget it skdjskdjs . 

Anyway, please don't forget to vote for TFMA and stream BE",2
1335576400502411264,"RT @GenFlynn: Hey RINOs and other Quasi Republicans (local, state, &amp; federal), you need to stand up &amp; #FightForTrump 

This is only a taste…",0
1335576400640831489,RT @JackArnett11: Good morning and Happy Sunday to all you booze guzzling deadbeat social malcontent religion clinging gun loving flannel w…,2
1335576400741474305,"RT @YourJediMinion: https://t.co/aj3dxD1LlK
🚨🚨🚨🚨🚨

ST🛑P THE STEAL

☎️ CALL Georgian Republican officials in this link. Don't let the Democr…",2
1335576400779153408,RT @karen_kopel: Passing the torch to Major and Champ @JoeBiden share the lovel,2
1335576400804384770,RT @McFaul: Absolutely shocking data. Historians will record Trump's dereliction of duty during this pandemic as one of the greatest presid…,2
1335576400812765186,RT @seanhannity: ??????: Biden Says He Broke Foot After ‘Getting Out of Shower and Pulling Dog’s Tail’ https://t.co/bu1eSxBOGP,0
1335576400829370368,"RT @ittu_love_helly: Gorgeous

I vote #HellyShah for Ishq Mein Marjawan 2 #TVPersonalityWithRajBaddhan

@BizAsia @SabrasRadio @RajBaddhan h…",1
1335576400833732609,RT @realDonaldTrump: Thank you Christina!,0
1335576400837931008,"RT @JoeNBC: UnAmerican, post-democracy rubes for a failed fascist president. https://t.co/SkMf1vAkky",2
1335576400896479236,"RT @MrAndyNgo: Anti-Trump protester uses racial slurs and spits on people at pro-Trump gathering in Denver, Colo. yesterday. He threatens t…",2
1335576401022504962,"RT @3days3nights: RBG death announced at start of Feast of Trumpets. 

Trump COVID+ test announced at start of Feast of Tabernacles. 

Next…",2
1335576401085394944,RT @CREWcrew: Donald Trump is trying to end American democracy. There’s no other way to put it.,0
1335576401198592002,RT @joncoopertweets: OUCH: Trump stabs both Gov. Brian Kemp and Sen. Kelly Loeffler in the back at his Georgia rally  https://t.co/qKVTn5NA…,0
1335576401303412737,"RT @AshiSingh121: @RajBaddhan @SabrasRadio @BizAsia 

I vote #AshiSingh for #AladdinNaamTohSunaHoga #TVPersonalityWithRajBaddhan

Ashi Sing…",1
1335576401458716672,"RT @LATiffani1: Trump is so globally loved and popular, he could start his own political party, news network, destroying both political est…",2
1335576402104471554,@Mbah08967168 @Kenny_Sowellfan @realDonaldTrump So you want a quote from Biden? Ok🤷‍♂️ bad look sweetie. https://t.co/jGqiBhttjP,0
1335576402146566145,"RT @CNNPolitics: While President Trump rants about votes, none of his election security officials support him https://t.co/N7wfjOj9BL https…",0
1335576402180120576,RT @WordswithSteph: A vote for Warnock and Ossoff is a vote for economic stimulus for Georgians. Pass it on.,2
1335576402180124672,"RT @news_ntd: “[W]e know that for our kids and our grand kids to live in a free country, we gotta be here. We’re standing up for them""

Doz…",2
1335576402477928448,RT @Repulican4U: 🇺🇸It’s December 6th and Donald Trump is still our President🇺🇸,0
1335576402565984257,@montaga @GOP @realDonaldTrump Corruption in swing states..Truck load of ballots from NY to Pa. Video in Georgia showing how it was done..% points to add votes on machines Trump Voters aren't 2/3 of a person. Where are our legislatures? Down ballot wins when Trump wins.,0
1335576402649731073,Inside the Frantic Push to Get Trump to Pardon…. Everyone https://t.co/HOabbG6jau,0
1335576402674925577,"RT @Rothbard1776: 2/ ""President Obama knew that @realDonaldTrump was going to have me in some capacity in his administration ... clearly wh…",0
1335576402712809472,RT @GenFlynn: .@Raiklin continues to do amazing analysis on the state of play in our election process. His chart is well worth studying.…,0
1335576402775650304,"I vote #RheaSharma for #YehRishteyHainPyaarKe #TVPersonalityWithRajBaddhan 
@BizAsia
@RajBaddhan
@SabrasRadio https://t.co/nCdRVVjAG3",1
1335576402859585536,RT @SethAbramson: FUN FACT: Donald Trump got his ass handed to him in the 2020 election. He got blown out like a chump. His performance was…,0
1335576402981249028,"RT @EricMMatheny: If Purdue and Loeffler make it to the Senate, they won’t arrive by car or plane. They will ride in on Donald Trump’s coat…",0
1335576403098677253,RT @atrupar: Trump’s Georgia rally was supposed to pump up Loeffler and Perdue. It ended up being a festival of grievances. https://t.co/kS…,0
1335576403140554757,"@rgauchinleck @SkyNews That's just ridiculous. We should certainly get a vote if they ever wanted to come back, but to leave is up to them.",2
1335576403153219585,"@skiesofblou @vaIaena Do your research before to think that Zarry doesn't have proof 

Anyways vote #BETTER  by #ZaynMalik @MTV_vote1",2
1335576403182575616,"RT @DeeLilacs: The Dec 8 ""safe harbor"" deadline for appointing presidential Electors does not apply to states where flagrant violations of…",2
1335576403203543040,"RT @realDonaldTrump: Register to vote before Monday 12/7. Register now on https://t.co/bFJXEeKHLV, then request your absentee ballot before…",2
1335576403358740480,"RT @premnsikka: Debenhams bosses raked in £35m in years before collapse. 12,000 job lost.
Govt has done absolutely nothing to check fat-cat…",2
1335576403434201088,"Biden’s Plan For Transgenders On First Day Of Office Is Backed By Schumer https://t.co/UaGcpYekHg via @chicksonright Gen 1:27 ""So God created man in his [own] image, in the image of God created he him; male and female created he them."" Fight GOD? You lose",0
1335576403601993730,RT @DineshDSouza: Trump understands what’s at stake in #Georgia. That’s why he’s going to Georgia. To light a fire for a signature match re…,0
1335576403673194499,"RT @catturd2: That Trump rally must’ve really triggered the trolls - 

They’re out in force this morning crying those big crocodile tears 😂",0
1335576403706662912,"I vote for #ShivangiJoshi from #YEHRISHTAKYAKEHLATAHAI for for #TVPersonalityWithRajBaddhan and #ITA2020
@BizAsia @RajBaddhan @TheITA_Official @anuranjan1010 https://t.co/NjaZOHWuG1",2
1335576403736055814,"RT @tzuvelyventures: onces sending all my hugs to you, i hope all of us will learn how important it is to vote!! and not to rely only to ot…",2
1335576403883008001,RT @ReverendWarnock: Affordable health care is at stake in this election. #Vote to save your health care.,2
1335576404000448512,"RT @smalltownandrew: Donald Trump Demands Voter ID at Georgia Rally [Video] 

Thank you @realDonaldTrump for saying this!

This is an outra…",0
1335576404172353536,"RT @Bubblebathgirl: China whistleblower just admitted millions of counterfeit Biden ballots were printed in China and shipped to Florida, M…",0
1335576404411420675,RT @TombStoneWyatt: The Mayor of Chicago!   She’s such a sweetheart!   How would you feel if you had to live in a Democrat city like that?…,2
1335576404445032451,"@ppv_tahoe @TalkMullins @JennaEllisEsq @LLinWood @RudyGiuliani https://t.co/CP4H3TXSrw
George Soros says ""I consider Trump a danger to the world .... that will disappear in 2020 or even sooner""",2
1335576404772188160,"RT @JMindiafanbase: Vote for Jimin on:

1️⃣""HOT 100 KPOP IDOLS RANKING 2020"" by Kingchoice
https://t.co/5NwOEDlCLo

2️⃣Collect votes for ""F…",2
1335576404780519429,"I just voted to help @CREDOMobile decide how to distribute its monthly funding to progressive nonprofits. You can vote, too! It's free and takes less than a minute. Vote here: https://t.co/2WW5S1ITSc",2
1335576405120344065,"YOU,the rest of TWITTER and all CORRUPT MEDIA can kiss my ASS. https://t.co/p9DEc37Z4P",2
1335576405187440640,RT @davenewworld_2: Dr. Steven LaTulippe is a COVID-denying psychopath from Oregon who just lost his medical license for telling a pro-Trum…,2
1335576405220978688,RT @atensnut: Biden’s Antifa thugs get their asses whooped by Trump supporters.,0
1335576405229256711,@BuzzFeedNews LOOK! Trump's got his little toad with him.,0
1335576405271142401,Evil Antifa support Biden https://t.co/JdAbJaCCIE,0
1335576405275500545,"RT @ssharpie61: @montaga @GOP @realDonaldTrump Didn’t matter how many people show up for a rally.
It’s the ballot box that counts. And over…",0
1335576405409746945,Thank you https://t.co/GSg5L3uob0,2
1335576405426524160,"RT @MartynMcL: Nearly 1,200 days ago, I submitted the first in a series of freedom of information requests about US Secret Service spending…",2
1335576405526990848,"RT @EgosShadow7: Nah , forget it skdjskdjs . 

Anyway, please don't forget to vote for TFMA and stream BE",2
1335576405548003329,"RT @MAGAPATRIOT_TGM: Ok if each state that we’re contesting turns into a win for Trump, will he have the 270 electoral votes? I’ve heard Ne…",0
1335576405552242688,We are so fucked https://t.co/6JYaAi5HeN,2
1335576405598474241,RT @joncoopertweets: A Trump supporter who gave bizarre and discredited testimony about voter fraud in Detroit was recently released from p…,0
1335576405678018560,RT @JulieYAli: @BissetKendra @SAndersonshpk I used to vote Conservative until Mandel was parachuted into Riverbend as a health minister. Al…,2
1335576405736886275,"RT @ScottAdamsSays: To understand 2020, consider that President Elect Biden called for Democrats to unify with the people he calls neo-Nazi…",0
1335576405896257537,"Does anyone doubt that Trump has fucked up transport, delivery and distribution of the vaccine?

And does anyone think we will have enough to go around?

And can we all agree the press, Republicans and social media will immediately shift the blame to President Joe Biden? https://t.co/t8pfou1KnS",0
1335576406051483650,"RT @annalist: 40 minutes @ggreenwald &amp; @Snowden about the growing dangers of Silicon Valley censorship, why a tech industry that never want…",2
1335576406118420480,@catturd2 Feels like they’ve stepped up the censorship post GA Trump Rally,0
1335576406173093888,RT @EmilyDenver8: #MAGAIsCancelled because Biden won and made Trump the the worst loser in American history https://t.co/WyRl68WJnV,0
1335576406177222656,#MAGAIsCancelled so what @realDonaldTrump got 80 million votes that mean 1/3 of the #Democrats voted for him!! Now many #RadicalLeftist like @theDailyEdge are attacking but the #MockingbirdMainstreamMedia will be exposed!!! https://t.co/QwcftLZaF1,0
1335576406177312768,"The truth is out there😳BREAKING NEWS TRUMP 5AM 12/06/20 | One America News Today Dec 06, 2020 https://t.co/QTc5Kk8U1d via @YouTube",0
1335576406286327808,"RT @GenFlynn: Hey RINOs and other Quasi Republicans (local, state, &amp; federal), you need to stand up &amp; #FightForTrump 

This is only a taste…",0
1335576406433128450,"RT @atrupar: Trump, who golfs at his private clubs constantly, whines that he's never able to take a vacation https://t.co/K8Bz456XQW",2
1335576406433157120,"RT @JennPellegrino: The mainstream media says Joe Biden won the election. 

Over one month post-election, this is the crowd in Valdosta, GA…",0
1335576406445629443,"RT @EgosShadow7: Nah , forget it skdjskdjs . 

Anyway, please don't forget to vote for TFMA and stream BE",2
1335576406554681344,RT @divaxblink: this is why we vote! blackpink won best female group and best dance performance with hylt.,2
1335576406672158723,"RT @realDonaldTrump: Between Governor @DougDucey of Arizona and Governor @BrianKempGA of Georgia, the Democrat Party could not be happier.…",0
1335576406776979458,RT @RadioChinar: Despite inclement weather conditions people of #Kashmir continue to reach the polling stations to caste their vote in the…,2
1335576407083245568,"RT @BeholdIsrael: Trump is up against the FBI, CIA, half of the republican party the entire Democrat party, Facebook, Twitter, China, Iran,…",0
1335576407133577216,"RT @Lrihendry: Being reported in GA, 10,315 voters died before the election, 66,248 were under the age of 18 and 40,279 people changed coun…",0
1335576407141847040,"RT @Deepthi8719: We already know he is winner 
#LoneWarriorAbijeet
#Abijeet 
Vote For Abijeet Only https://t.co/zBaRwzrorA",2
1335576407192244226,RT @cjtruth: Do you understand what is coming? Do you feel the darkness breaking? There is a party coming all over the world when Trump is…,0
1335576407221661697,"RT @BernardKerik: Democratic Party and @JoeBiden engaged in criminal conduct to steal the election, but should @realDonaldTrump lose, it wi…",0
1335576407251046401,"RT @jackcalifano: You: I’m starving, I need food

Joe Biden: I understand the concept of hunger",0
1335576407301210113,RT @lovelyuno_: choosing jaehyun as the person to encourage people to vote for this video its mean they acknowledge the influence he has on…,2
1335576407343210497,RT @AlagGuru: 100 TRUE ...,2
1335576407360081921,Trump Races to Kill Lisa Montgomery in First Federal Execution of a Woman in Almost 70 Years https://t.co/d0kkSQpdK2 via @democracynow,2
1335576407372668928,"RT @RudyGiuliani: Republican Legislature let down America.

I’m ashamed of them.

They completely misled the President and me.

All of us R…",0
1335576407385255941,"RT @TrumpsPrettyWo2: 🇺🇸🚩
IF YOU VOTED FOR A SNAKE THE FIRST TIME
WHY VOTE FOR
SATAN THE NEXT TIME ❓❓ https://t.co/slUcZJf8Av",2
1335576407452237825,"RT @catturd2: That Trump rally must’ve really triggered the trolls - 

They’re out in force this morning crying those big crocodile tears 😂",0
1335576407515152385,"RT @thecjpearson: My name will be on a ballot soon. 

Stay tuned.",2
1335576407603367938,RT @EmilyDenver8: #MAGAIsCancelled because Biden won and made Trump the the worst loser in American history https://t.co/WyRl68WJnV,0
1335576407607480322,RT @GenFlynn: .@Raiklin continues to do amazing analysis on the state of play in our election process. His chart is well worth studying.…,0
1335576407687229442,RT @realDonaldTrump: Great job Dan. People are watching!,0
1335576407813083137,"@BHinFlorida Unfortunately, yes. Hypocrisy is not just tolerated, but rewarded - amongst the Republican Party. 😤 
I just hope that if there was any vote hacking, or fraud at all; that it is uncovered in time to fix it before future elections.",2
1335576407892692992,RT @thebradfordfile: Never forget: Nancy Pelosi rejected Trump's offer for direct stimulus checks two months ago.,2
1335576407913672705,RT @NatashaBertrand: “Trump called Georgia Gov. Brian Kemp on Saturday morning to urge him to persuade the state legislature to overturn Bi…,2
1335576407959887872,RT @JFNYC1: Because he already does.,2
